Student ID,Sex,Age,Growth,Weight,Shoe size,Course,Faculty,Year
S0502,Male,27,186,87.4,35,Business,Humanities,4
S0503,Female,22,176,64.6,35,Physics,Engineering,1
S0504,Male,34,175,67.3,35,Mathematics,Engineering,5
S0505,Male,28,173,59.6,35,Chemistry,Medicine,6
S0506,Female,19,167,62.5,35,Chemistry,Engineering,3
S0507,Female,17,161,74.3,35,Chemistry,Science,4
S0508,Female,33,163,69.2,35,Economics,Medicine,4
S0509,Female,29,175,73.0,35,Psychology,Humanities,6
S0510,Female,30,167,73.4,35,Physics,Medicine,5
S0511,Female,21,156,55.6,35,Psychology,Medicine,4
S0512,Male,20,170,51.0,35,Chemistry,Business,4
S0513,Male,32,188,93.9,35,Art,Medicine,3
S0514,Male,22,167,60.2,35,Physics,Engineering,4
S0515,Male,25,183,90.3,35,Psychology,Engineering,4
S0516,Male,19,186,74.2,35,Chemistry,Business,4
S0517,Female,34,152,60.1,35,Mathematics,Engineering,5
S0518,Female,25,156,49.5,35,Chemistry,Business,4
S0519,Male,32,157,54.5,35,Psychology,Business,6
S0520,Male,28,165,70.2,35,Engineering,Engineering,5
S0521,Male,34,170,67.2,35,Mathematics,Medicine,6
S0522,Female,18,167,63.8,35,Biology,Science,3
S0523,Male,21,191,91.1,35,Physics,Humanities,1
S0524,Male,19,168,56.7,35,Economics,Engineering,4
S0525,Male,24,164,71.5,35,Mathematics,Science,5
S0526,Female,22,171,67.3,35,Business,Medicine,1
S0527,Male,27,153,49.4,35,Chemistry,Engineering,6
S0528,Male,22,169,72.3,35,Physics,Science,1
S0529,Female,23,175,68.6,35,Computer Science,Humanities,4
S0530,Male,33,176,79.5,35,Business,Science,4
S0531,Female,18,167,71.1,35,Chemistry,Medicine,4
S0532,Female,29,161,57.0,35,Chemistry,Medicine,5
S0533,Female,31,154,64.5,35,Computer Science,Business,4
S0534,Female,33,176,68.2,35,Chemistry,Humanities,6
S0535,Female,29,167,55.1,35,Physics,Engineering,4
S0536,Male,23,183,72.7,35,Mathematics,Engineering,4
S0537,Male,24,171,68.1,35,Mathematics,Business,4
S0538,Male,26,177,58.9,35,Engineering,Humanities,6
S0539,Male,25,184,68.7,35,Mathematics,Business,3
S0540,Male,34,179,62.8,35,Chemistry,Science,6
S0541,Male,24,181,86.7,35,Art,Humanities,6
S0542,Female,30,154,61.3,35,Chemistry,Medicine,6
S0543,Female,28,156,48.7,35,Physics,Humanities,3
S0544,Male,34,166,60.6,35,Business,Medicine,5
S0545,Male,35,175,66.7,35,Engineering,Science,3
S0546,Male,27,178,76.2,35,Chemistry,Business,4
S0547,Female,26,151,45.0,35,Engineering,Medicine,5
S0548,Female,20,164,49.7,35,Biology,Medicine,4
S0549,Female,34,154,52.2,35,Mathematics,Science,4
S0550,Female,25,167,54.0,35,Engineering,Medicine,4
S0551,Male,31,171,61.5,35,Physics,Medicine,6
S0552,Female,19,155,45.0,35,Mathematics,Engineering,4
S0553,Female,20,174,70.4,35,Art,Business,3
S0554,Male,32,166,56.7,35,Psychology,Science,3
S0555,Female,19,168,77.0,35,Art,Humanities,3
S0556,Male,30,170,64.5,35,Economics,Science,6
S0557,Male,35,174,57.4,35,Engineering,Science,5
S0558,Female,23,162,47.8,35,Mathematics,Humanities,4
S0559,Male,32,182,81.0,35,Chemistry,Engineering,3
S0560,Male,18,162,51.6,35,Business,Engineering,3
S0561,Female,17,176,74.6,35,Chemistry,Medicine,3
S0562,Female,30,154,58.0,35,Physics,Science,6
S0563,Male,35,192,75.2,35,Psychology,Science,3
S0564,Male,26,198,89.2,35,Biology,Engineering,5
S0565,Female,22,167,66.2,35,Engineering,Humanities,4
S0566,Female,34,172,65.4,35,Art,Humanities,5
S0567,Female,32,160,60.3,35,Computer Science,Business,3
S0568,Female,35,170,68.2,35,Computer Science,Humanities,4
S0569,Male,30,189,90.8,35,Psychology,Humanities,3
S0570,Female,19,163,66.6,35,Chemistry,Business,4
S0571,Female,30,174,70.7,35,Mathematics,Medicine,4
S0572,Male,21,179,71.3,35,Physics,Business,4
S0573,Female,19,167,67.4,35,Engineering,Engineering,3
S0574,Male,19,164,68.5,35,Biology,Engineering,1
S0575,Female,29,157,54.5,35,Mathematics,Humanities,3
S0576,Female,26,166,60.5,35,Psychology,Engineering,4
S0577,Female,25,164,52.3,35,Art,Medicine,3
S0578,Male,33,169,67.3,35,Chemistry,Science,5
S0579,Male,34,163,66.4,35,Physics,Business,4
S0580,Female,25,167,67.8,35,Physics,Engineering,4
S0581,Female,35,160,60.1,35,Engineering,Science,4
S0582,Male,33,180,76.9,35,Computer Science,Engineering,6
S0583,Female,27,161,45.2,35,Computer Science,Medicine,3
S0584,Male,20,175,66.2,35,Psychology,Medicine,3
S0585,Male,24,182,63.6,35,Chemistry,Business,4
S0586,Female,31,166,69.6,35,Art,Science,4
S0587,Male,33,184,68.8,35,Economics,Science,6
S0588,Male,26,171,73.9,35,Computer Science,Humanities,3
S0589,Male,32,171,90.7,35,Business,Science,4
S0590,Male,33,173,63.8,35,Art,Medicine,3
S0591,Male,30,171,65.7,35,Art,Science,5
S0592,Female,21,174,80.9,35,Chemistry,Science,1
S0593,Male,18,185,76.7,35,Mathematics,Science,2
S0594,Female,22,163,58.9,35,Art,Business,2
S0595,Female,18,163,48.5,35,Computer Science,Science,4
S0596,Male,19,173,64.9,35,Art,Science,4
S0597,Male,30,173,60.5,35,Mathematics,Medicine,6
S0598,Female,32,173,66.7,35,Psychology,Business,3
S0599,Male,20,184,86.8,35,Economics,Humanities,4
S0600,Female,23,159,57.4,35,Engineering,Science,3
S0601,Female,22,174,68.2,35,Engineering,Engineering,4
S0602,Male,26,186,84.4,35,Economics,Engineering,5
S0603,Female,29,156,57.1,35,Business,Science,3
S0604,Male,28,162,54.8,35,Business,Science,3
S0605,Male,33,179,72.4,35,Biology,Humanities,4
S0606,Female,18,167,67.5,35,Economics,Humanities,3
S0607,Female,26,172,76.2,35,Psychology,Humanities,4
S0608,Female,33,159,52.3,35,Chemistry,Medicine,5
S0609,Male,20,179,71.1,35,Engineering,Humanities,3
S0610,Male,34,173,65.7,35,Art,Business,3
S0611,Male,23,177,62.1,35,Business,Engineering,1
S0612,Male,31,176,65.9,35,Mathematics,Business,6
S0613,Male,17,177,71.8,35,Engineering,Engineering,4
S0614,Male,20,197,84.7,35,Psychology,Science,4
S0615,Female,23,165,56.1,35,Computer Science,Science,4
S0616,Female,26,150,54.4,35,Biology,Medicine,3
S0617,Female,28,161,63.0,35,Chemistry,Medicine,6
S0618,Female,21,163,57.7,35,Computer Science,Medicine,4
S0619,Female,33,154,54.6,35,Physics,Medicine,3
S0620,Female,25,166,55.9,35,Physics,Business,5
S0621,Male,22,181,71.3,35,Economics,Engineering,1
S0622,Male,31,179,85.4,35,Physics,Science,4
S0623,Male,17,178,70.3,35,Physics,Science,3
S0624,Male,25,177,76.6,35,Physics,Humanities,3
S0625,Female,29,160,61.3,35,Chemistry,Humanities,6
S0626,Female,32,163,65.6,35,Art,Science,6
S0627,Female,23,169,67.7,35,Computer Science,Humanities,2
S0628,Female,35,167,71.2,35,Engineering,Engineering,4
S0629,Female,28,172,76.6,35,Business,Engineering,5
S0630,Female,28,174,57.3,35,Biology,Medicine,3
S0631,Female,30,161,56.9,35,Chemistry,Business,4
S0632,Male,35,169,71.8,35,Psychology,Medicine,5
S0633,Female,18,162,54.6,35,Computer Science,Science,4
S0634,Female,22,163,61.5,35,Biology,Engineering,1
S0635,Male,28,169,60.5,35,Computer Science,Business,5
S0636,Female,23,167,77.1,35,Biology,Business,4
S0637,Male,25,175,68.7,35,Computer Science,Medicine,4
S0638,Male,25,161,68.5,35,Art,Humanities,5
S0639,Female,28,167,63.1,35,Biology,Science,4
S0640,Female,32,160,57.5,35,Engineering,Humanities,5
S0641,Female,30,161,62.2,35,Mathematics,Business,3
S0642,Female,25,160,60.9,35,Computer Science,Engineering,4
S0643,Male,22,168,66.5,35,Biology,Engineering,4
S0644,Male,18,173,84.2,35,Mathematics,Humanities,2
S0645,Female,17,159,58.5,35,Physics,Medicine,1
S0646,Male,26,179,63.3,35,Chemistry,Engineering,6
S0647,Male,19,164,65.5,35,Business,Humanities,4
S0648,Male,18,189,87.3,35,Mathematics,Science,1
S0649,Female,24,165,71.5,35,Business,Business,4
S0650,Male,22,176,79.3,35,Mathematics,Medicine,1
S0651,Female,21,163,60.9,35,Chemistry,Business,4
S0652,Male,28,190,90.0,35,Art,Business,5
S0653,Male,25,190,75.8,35,Psychology,Humanities,5
S0654,Female,35,168,69.1,35,Chemistry,Engineering,5
S0655,Female,32,169,63.3,35,Economics,Medicine,6
S0656,Male,20,164,58.9,35,Art,Science,3
S0657,Female,35,149,45.0,35,Mathematics,Engineering,4
S0658,Male,21,178,68.7,35,Engineering,Business,3
S0659,Female,25,166,59.5,35,Biology,Business,5
S0660,Male,35,175,68.0,35,Physics,Engineering,5
S0661,Male,23,205,92.4,35,Economics,Humanities,4
S0662,Female,27,178,81.2,35,Mathematics,Business,3
S0663,Female,32,158,59.2,35,Computer Science,Science,4
S0664,Male,35,177,73.6,35,Mathematics,Humanities,3
S0665,Female,19,164,72.0,35,Chemistry,Humanities,3
S0666,Male,26,185,65.7,35,Economics,Science,5
S0667,Male,20,173,54.6,35,Art,Business,3
S0668,Female,34,177,68.7,35,Economics,Engineering,5
S0669,Male,23,178,73.3,35,Biology,Medicine,4
S0670,Female,23,165,65.4,35,Engineering,Science,1
S0671,Female,23,163,65.1,35,Art,Engineering,1
S0672,Male,29,181,76.2,35,Business,Humanities,6
S0673,Female,31,171,71.4,35,Computer Science,Medicine,6
S0674,Male,21,174,66.7,35,Chemistry,Engineering,4
S0675,Male,23,169,71.0,35,Biology,Medicine,3
S0676,Female,23,164,73.8,35,Mathematics,Medicine,2
S0677,Female,31,172,68.1,35,Chemistry,Business,3
S0678,Male,21,178,65.8,35,Biology,Medicine,4
S0679,Female,22,165,61.8,35,Engineering,Medicine,3
S0680,Female,20,166,53.6,35,Mathematics,Business,4
S0681,Female,28,158,56.6,35,Mathematics,Science,3
S0682,Female,23,162,67.5,35,Mathematics,Humanities,4
S0683,Male,27,170,63.6,35,Physics,Business,6
S0684,Female,19,154,56.2,35,Engineering,Science,4
S0685,Female,20,156,64.6,35,Computer Science,Engineering,4
S0686,Female,22,176,64.2,35,Computer Science,Business,4
S0687,Male,29,191,91.0,35,Computer Science,Humanities,4
S0688,Male,30,195,89.4,35,Computer Science,Humanities,4
S0689,Male,21,180,69.0,35,Economics,Humanities,3
S0690,Female,33,171,70.1,35,Physics,Engineering,4
S0691,Female,28,166,67.3,35,Computer Science,Humanities,4
S0692,Female,32,176,67.4,35,Psychology,Science,6
S0693,Male,20,177,76.2,35,Engineering,Science,4
S0694,Female,24,161,69.2,35,Engineering,Business,6
S0695,Female,20,158,60.4,35,Chemistry,Business,3
S0696,Male,35,168,60.2,35,Biology,Humanities,4
S0697,Male,32,189,93.9,35,Business,Humanities,4
S0698,Male,29,174,68.8,35,Engineering,Medicine,6
S0699,Male,29,171,61.4,35,Mathematics,Medicine,6
S0700,Male,28,178,90.1,35,Chemistry,Humanities,3
S0701,Male,30,188,81.2,35,Psychology,Business,5
S0702,Female,23,160,65.4,35,Biology,Business,4
S0703,Female,26,168,62.0,35,Mathematics,Science,4
S0704,Female,35,173,66.3,35,Computer Science,Science,6
S0705,Male,28,193,87.8,35,Business,Engineering,3
S0706,Female,29,167,62.1,35,Economics,Business,4
S0707,Female,22,162,66.8,35,Business,Science,3
S0708,Male,23,165,53.8,35,Economics,Science,4
S0709,Male,31,173,69.1,35,Computer Science,Science,6
S0710,Female,28,164,51.8,35,Physics,Science,6
S0711,Male,29,178,69.5,35,Physics,Business,3
S0712,Female,31,158,63.1,35,Art,Business,6
S0713,Male,17,169,69.8,35,Economics,Science,1
S0714,Male,26,174,61.8,35,Chemistry,Engineering,3
S0715,Female,20,159,62.7,35,Engineering,Engineering,2
S0716,Female,34,168,56.5,35,Engineering,Humanities,3
S0717,Female,32,177,70.1,35,Business,Business,3
S0718,Male,31,166,66.3,35,Mathematics,Medicine,5
S0719,Male,34,178,66.5,35,Art,Business,5
S0720,Female,34,166,58.0,35,Mathematics,Engineering,4
S0721,Male,34,167,52.5,35,Mathematics,Humanities,5
S0722,Male,26,177,75.8,35,Psychology,Science,6
S0723,Male,24,181,75.6,35,Mathematics,Business,6
S0724,Female,34,161,59.8,35,Economics,Medicine,5
S0725,Male,27,181,80.1,35,Chemistry,Business,3
S0726,Female,17,171,63.4,35,Psychology,Business,4
S0727,Female,33,174,73.6,35,Mathematics,Medicine,4
S0728,Female,28,153,45.0,35,Physics,Engineering,3
S0729,Female,26,164,51.2,35,Engineering,Science,5
S0730,Female,18,167,61.8,35,Engineering,Business,2
S0731,Female,33,173,70.4,35,Psychology,Business,6
S0732,Male,26,174,58.6,35,Art,Science,3
S0733,Male,33,178,67.2,35,Art,Engineering,5
S0734,Female,32,169,72.1,35,Art,Engineering,4
S0735,Male,22,182,80.6,35,Mathematics,Business,2
S0736,Male,34,180,60.1,35,Computer Science,Medicine,6
S0737,Male,28,194,71.5,35,Psychology,Medicine,5
S0738,Female,31,166,65.1,35,Psychology,Engineering,5
S0739,Male,24,181,65.6,35,Biology,Humanities,5
S0740,Female,18,154,51.7,35,Mathematics,Business,4
S0741,Male,25,182,71.2,35,Physics,Science,3
S0742,Female,26,170,70.1,35,Physics,Science,5
S0743,Female,25,157,55.7,35,Art,Business,3
S0744,Male,27,188,89.4,35,Business,Science,3
S0745,Female,18,164,67.1,35,Mathematics,Humanities,1
S0746,Female,21,165,63.7,35,Engineering,Engineering,4
S0747,Male,30,196,92.0,35,Biology,Business,3
S0748,Female,30,163,59.5,35,Chemistry,Science,4
S0749,Female,24,173,66.8,35,Economics,Business,5
S0750,Female,32,149,64.6,35,Computer Science,Science,4
S0751,Male,19,179,72.2,35,Mathematics,Business,3
S0752,Male,33,169,56.6,35,Mathematics,Business,3
S0753,Male,24,180,73.4,35,Business,Engineering,4
S0754,Female,23,157,56.9,35,Physics,Medicine,4
S0755,Male,22,174,72.3,35,Engineering,Engineering,4
S0756,Female,27,158,58.2,35,Art,Engineering,3
S0757,Female,21,175,72.2,35,Mathematics,Humanities,4
S0758,Female,20,168,59.2,35,Mathematics,Science,4
S0759,Female,21,166,64.4,35,Psychology,Medicine,2
S0760,Female,34,165,73.7,35,Business,Humanities,5
S0761,Male,17,191,74.7,35,Engineering,Engineering,1
S0762,Male,27,179,83.0,35,Psychology,Science,4
S0763,Female,27,168,68.2,35,Biology,Medicine,5
S0764,Female,29,158,54.0,35,Psychology,Science,4
S0765,Male,18,172,75.1,35,Chemistry,Medicine,1
S0766,Female,21,159,56.3,35,Economics,Engineering,2
S0767,Female,20,159,53.9,35,Computer Science,Science,2
S0768,Female,27,163,64.8,35,Mathematics,Medicine,3
S0769,Male,31,170,62.8,35,Computer Science,Humanities,4
S0770,Female,31,179,77.7,35,Computer Science,Medicine,6
S0771,Male,20,167,70.4,35,Economics,Humanities,4
S0772,Female,23,160,72.1,35,Art,Business,4
S0773,Male,24,177,75.0,35,Business,Humanities,3
S0774,Male,31,175,74.3,35,Chemistry,Engineering,6
S0775,Male,27,185,70.9,35,Mathematics,Science,4
S0776,Male,18,175,71.1,35,Physics,Medicine,3
S0777,Male,19,177,78.8,35,Psychology,Humanities,4
S0778,Male,20,185,85.2,35,Biology,Engineering,4
S0779,Female,28,170,61.8,35,Psychology,Humanities,5
S0780,Female,17,148,55.7,35,Mathematics,Science,4
S0781,Male,25,179,74.7,35,Engineering,Medicine,3
S0782,Female,30,171,70.0,35,Art,Business,3
S0783,Male,22,193,86.6,35,Computer Science,Business,2
S0784,Female,35,164,56.6,35,Biology,Humanities,6
S0785,Female,22,168,61.8,35,Economics,Engineering,4
S0786,Female,27,170,67.1,35,Biology,Engineering,3
S0787,Male,33,178,72.1,35,Physics,Medicine,6
S0788,Female,33,159,59.1,35,Computer Science,Business,3
S0789,Female,32,159,61.5,35,Physics,Medicine,6
S0790,Male,23,182,59.7,35,Physics,Science,4
S0791,Female,23,165,59.6,35,Computer Science,Humanities,4
S0792,Female,25,164,56.8,35,Engineering,Engineering,6
S0793,Male,20,171,67.6,35,Psychology,Medicine,4
S0794,Female,25,154,54.2,35,Psychology,Science,4
S0795,Female,17,171,82.1,35,Art,Science,4
S0796,Male,33,168,66.9,35,Biology,Medicine,3
S0797,Female,28,167,74.6,35,Chemistry,Medicine,5
S0798,Female,31,174,72.0,35,Chemistry,Engineering,6
S0799,Male,30,183,79.1,35,Business,Science,6
S0800,Female,31,167,54.6,35,Psychology,Humanities,5
S0801,Female,18,161,69.0,35,Biology,Engineering,1
S0802,Female,19,179,68.8,35,Computer Science,Business,4
S0803,Female,18,165,48.8,35,Chemistry,Medicine,2
S0804,Male,29,190,87.8,35,Mathematics,Business,5
S0805,Female,33,167,59.3,35,Computer Science,Engineering,4
S0806,Female,32,163,60.2,35,Physics,Business,4
S0807,Male,34,184,52.9,35,Biology,Engineering,5
S0808,Female,25,166,68.1,35,Economics,Humanities,5
S0809,Male,27,188,86.9,35,Physics,Business,4
S0810,Female,30,160,63.0,35,Physics,Business,6
S0811,Female,32,172,58.9,35,Chemistry,Humanities,4
S0812,Female,35,171,54.2,35,Mathematics,Medicine,5
S0813,Female,21,162,66.9,35,Physics,Engineering,2
S0814,Female,23,163,65.8,35,Physics,Humanities,1
S0815,Female,18,171,67.2,35,Engineering,Engineering,2
S0816,Male,30,174,78.2,35,Chemistry,Medicine,3
S0817,Female,34,151,57.3,35,Psychology,Science,5
S0818,Male,31,180,70.9,35,Economics,Science,3
S0819,Female,29,160,75.9,35,Mathematics,Medicine,3
S0820,Female,21,149,45.0,35,Engineering,Engineering,1
S0821,Female,30,163,61.3,35,Art,Business,5
S0822,Male,30,166,53.6,35,Chemistry,Humanities,6
S0823,Male,19,180,80.3,35,Psychology,Science,4
S0824,Male,23,191,81.9,35,Physics,Science,1
S0825,Male,32,184,80.9,35,Art,Business,6
S0826,Female,22,160,54.5,35,Biology,Science,3
S0827,Male,32,183,79.0,35,Psychology,Humanities,5
S0828,Female,17,175,64.4,35,Psychology,Engineering,2
S0829,Male,20,169,75.2,35,Economics,Business,1
S0830,Female,23,160,65.8,35,Business,Humanities,4
S0831,Female,18,158,54.3,35,Engineering,Medicine,4
S0832,Male,32,167,64.1,35,Economics,Medicine,5
S0833,Female,25,169,66.7,35,Psychology,Humanities,5
S0834,Male,17,168,59.9,35,Business,Humanities,1
S0835,Male,21,174,60.1,35,Chemistry,Engineering,4
S0836,Male,25,177,68.1,35,Business,Engineering,3
S0837,Female,28,164,63.6,35,Chemistry,Science,3
S0838,Female,29,164,71.1,35,Psychology,Humanities,6
S0839,Female,21,160,70.6,35,Computer Science,Humanities,3
S0840,Male,26,187,78.7,35,Computer Science,Business,5
S0841,Female,22,168,73.4,35,Art,Engineering,3
S0842,Male,34,198,81.9,35,Engineering,Business,4
S0843,Male,25,174,69.2,35,Mathematics,Business,3
S0844,Female,29,165,71.9,35,Mathematics,Business,5
S0845,Female,29,163,65.4,35,Physics,Science,6
S0846,Female,33,162,55.4,35,Psychology,Humanities,6
S0847,Female,21,165,58.7,35,Business,Engineering,2
S0848,Female,21,156,50.3,35,Chemistry,Business,1
S0849,Female,32,170,59.4,35,Physics,Engineering,3
S0850,Female,33,162,60.3,35,Chemistry,Business,3
S0851,Male,34,171,63.5,35,Economics,Science,4
S0852,Female,34,164,58.3,35,Economics,Science,4
S0853,Female,28,170,66.2,35,Economics,Science,5
S0854,Male,22,174,63.1,35,Economics,Engineering,1
S0855,Male,32,185,63.9,35,Engineering,Medicine,5
S0856,Male,29,173,74.1,35,Computer Science,Business,6
S0857,Male,34,181,79.8,35,Chemistry,Humanities,4
S0858,Male,26,169,59.2,35,Economics,Medicine,4
S0859,Male,29,182,78.5,35,Chemistry,Science,3
S0860,Male,33,175,74.9,35,Mathematics,Humanities,6
S0861,Male,31,174,60.1,35,Psychology,Science,6
S0862,Male,35,188,97.7,35,Art,Science,3
S0863,Female,34,149,60.5,35,Mathematics,Engineering,6
S0864,Male,28,176,73.9,35,Engineering,Business,3
S0865,Female,19,168,56.3,35,Business,Humanities,4
S0866,Male,27,192,95.8,35,Psychology,Engineering,4
S0867,Male,27,181,80.8,35,Art,Medicine,3
S0868,Male,29,186,68.3,35,Engineering,Business,3
S0869,Female,27,161,58.1,35,Physics,Medicine,4
S0870,Male,24,185,78.3,35,Economics,Science,5
S0871,Male,21,190,71.4,35,Art,Medicine,4
S0872,Male,28,177,76.9,35,Physics,Humanities,6
S0873,Female,27,179,62.9,35,Economics,Engineering,5
S0874,Male,22,175,72.4,35,Mathematics,Humanities,4
S0875,Male,24,184,75.9,35,Psychology,Humanities,6
S0876,Female,22,157,45.0,35,Computer Science,Business,2
S0877,Male,23,169,64.0,35,Computer Science,Science,2
S0878,Male,19,171,68.7,35,Biology,Engineering,4
S0879,Female,18,158,60.9,35,Mathematics,Business,2
S0880,Male,25,167,66.1,35,Mathematics,Science,4
S0881,Male,31,183,67.4,35,Art,Engineering,5
S0882,Female,27,164,59.3,35,Art,Science,6
S0883,Male,29,178,81.9,35,Business,Science,4
S0884,Male,32,185,81.6,35,Psychology,Science,4
S0885,Female,21,156,55.2,35,Business,Science,1
S0886,Female,19,166,64.7,35,Art,Medicine,3
S0887,Female,25,179,74.7,35,Business,Humanities,3
S0888,Male,29,176,73.9,35,Art,Humanities,5
S0889,Male,28,173,61.4,35,Physics,Science,6
S0890,Male,32,183,79.4,35,Economics,Science,6
S0891,Male,32,166,69.3,35,Economics,Medicine,3
S0892,Male,26,190,83.1,35,Art,Engineering,5
S0893,Female,25,176,80.5,35,Engineering,Business,5
S0894,Female,33,164,64.8,35,Biology,Medicine,4
S0895,Female,34,158,63.7,35,Art,Science,5
S0896,Female,25,164,50.5,35,Psychology,Engineering,5
S0897,Female,21,155,57.5,35,Art,Humanities,1
S0898,Male,24,182,77.3,35,Economics,Humanities,6
S0899,Male,28,172,68.5,35,Chemistry,Medicine,4
S0900,Female,32,172,69.4,35,Economics,Engineering,3
S0901,Female,29,156,61.0,35,Business,Engineering,5
S0902,Male,28,179,76.7,35,Business,Humanities,5
S0903,Male,19,175,82.4,35,Economics,Business,3
S0904,Male,32,169,53.3,35,Computer Science,Engineering,5
S0905,Male,27,183,69.5,35,Chemistry,Medicine,5
S0906,Female,32,162,51.5,35,Art,Medicine,3
S0907,Female,29,161,53.4,35,Business,Science,3
S0908,Male,28,181,72.0,35,Mathematics,Engineering,4
S0909,Female,34,162,53.8,35,Business,Engineering,3
S0910,Male,29,176,69.0,35,Economics,Science,6
S0911,Female,32,158,64.5,35,Biology,Humanities,3
S0912,Female,29,168,63.0,35,Biology,Business,4
S0913,Female,18,159,67.9,35,Art,Humanities,3
S0914,Male,19,189,91.4,35,Business,Business,4
S0915,Female,27,155,58.2,35,Biology,Science,5
S0916,Male,32,163,55.1,35,Business,Humanities,4
S0917,Male,34,174,71.9,35,Computer Science,Engineering,5
S0918,Female,31,170,64.9,35,Mathematics,Business,3
S0919,Female,33,172,61.3,35,Art,Medicine,6
S0920,Female,19,172,67.9,35,Biology,Medicine,4
S0921,Male,24,174,67.7,35,Economics,Engineering,6
S0922,Female,34,155,62.6,35,Mathematics,Medicine,4
S0923,Female,24,156,54.5,35,Physics,Science,5
S0924,Female,18,157,59.3,35,Mathematics,Humanities,4
S0925,Female,31,145,46.0,35,Art,Humanities,6
S0926,Female,33,155,54.2,35,Chemistry,Science,3
S0927,Female,23,169,70.2,35,Mathematics,Engineering,3
S0928,Female,35,163,69.8,35,Business,Engineering,3
S0929,Female,34,160,67.1,35,Psychology,Humanities,4
S0930,Male,30,187,89.6,35,Computer Science,Business,4
S0931,Male,30,182,68.6,35,Economics,Business,5
S0932,Male,33,180,76.6,35,Chemistry,Medicine,3
S0933,Male,29,188,78.9,35,Mathematics,Engineering,5
S0934,Male,32,185,90.3,35,Psychology,Business,6
S0935,Male,35,175,74.6,35,Art,Medicine,6
S0936,Female,29,151,52.9,35,Computer Science,Medicine,5
S0937,Female,33,170,67.3,35,Business,Engineering,5
S0938,Female,20,164,48.7,35,Computer Science,Medicine,3
S0939,Female,35,157,55.7,35,Art,Medicine,3
S0940,Male,33,172,77.4,35,Mathematics,Humanities,4
S0941,Male,22,187,91.6,35,Psychology,Humanities,4
S0942,Male,18,193,83.4,35,Mathematics,Humanities,2
S0943,Female,19,162,55.3,35,Business,Engineering,1
S0944,Female,28,162,67.8,35,Physics,Medicine,3
S0945,Female,27,176,63.8,35,Engineering,Science,6
S0946,Male,35,181,67.4,35,Art,Science,3
S0947,Male,29,174,75.0,35,Art,Humanities,6
S0948,Male,24,187,91.4,35,Psychology,Business,4
S0949,Female,31,156,45.6,35,Engineering,Engineering,6
S0950,Female,24,168,64.4,35,Art,Medicine,3
S0951,Male,25,163,61.8,35,Business,Medicine,4
S0952,Female,20,153,61.3,35,Physics,Medicine,2
S0953,Male,34,187,67.9,35,Economics,Business,5
S0954,Female,35,173,63.6,35,Economics,Medicine,6
S0955,Male,24,178,70.7,35,Chemistry,Medicine,6
S0956,Female,20,176,86.1,35,Psychology,Medicine,2
S0957,Male,31,177,68.7,35,Physics,Science,6
S0958,Male,28,163,61.9,35,Psychology,Humanities,5
S0959,Male,31,169,60.3,35,Psychology,Business,6
S0960,Male,20,174,77.3,35,Biology,Business,1
S0961,Male,22,183,79.7,35,Engineering,Engineering,2
S0962,Female,30,166,72.8,35,Psychology,Science,3
S0963,Female,23,168,58.4,35,Mathematics,Engineering,4
S0964,Female,27,162,65.1,35,Mathematics,Engineering,4
S0965,Female,21,170,66.8,35,Psychology,Humanities,4
S0966,Female,32,167,53.6,35,Economics,Business,4
S0967,Male,23,176,66.4,35,Chemistry,Science,3
S0968,Female,22,161,66.6,35,Engineering,Science,2
S0969,Female,20,161,66.7,35,Engineering,Humanities,3
S0970,Female,21,158,50.3,35,Business,Science,4
S0971,Male,23,187,86.3,35,Chemistry,Business,4
S0972,Female,32,155,54.9,35,Mathematics,Humanities,5
S0973,Female,29,154,59.1,35,Mathematics,Business,3
S0974,Male,34,165,61.1,35,Engineering,Engineering,6
S0975,Male,32,178,73.7,35,Economics,Humanities,5
S0976,Male,27,184,77.1,35,Business,Business,6
S0977,Female,25,167,56.8,35,Psychology,Engineering,6
S0978,Male,24,175,71.9,35,Chemistry,Humanities,5
S0979,Female,35,161,51.9,35,Art,Science,4
S0980,Male,33,173,82.9,35,Mathematics,Medicine,3
S0981,Female,20,166,67.8,35,Biology,Science,4
S0982,Female,25,164,71.4,35,Chemistry,Science,5
S0983,Male,28,177,83.6,35,Business,Science,6
S0984,Male,23,173,65.2,35,Business,Business,1
S0985,Female,32,166,67.7,35,Computer Science,Humanities,5
S0986,Male,21,178,57.9,35,Biology,Medicine,4
S0987,Male,27,177,79.6,35,Mathematics,Humanities,3
S0988,Male,32,171,71.2,35,Business,Science,4
S0989,Female,28,173,71.3,35,Economics,Medicine,5
S0990,Male,31,174,68.1,35,Chemistry,Engineering,5
S0991,Male,33,171,68.9,35,Psychology,Medicine,6
S0992,Female,19,174,65.1,35,Business,Engineering,1
S0993,Female,23,171,57.9,35,Chemistry,Medicine,3
S0994,Male,22,166,59.8,35,Art,Humanities,4
S0995,Male,29,190,97.4,35,Computer Science,Engineering,3
S0996,Female,29,169,58.3,35,Chemistry,Medicine,6
S0997,Male,29,179,67.7,35,Physics,Medicine,3
S0998,Female,23,152,48.2,35,Physics,Engineering,4
S0999,Male,26,179,87.3,35,Engineering,Engineering,5
S1000,Female,26,157,56.6,35,Economics,Humanities,4
